# Expression data file generated by Gemma on 01/26/2021
# shortName=GSE108605
# name=Transcriptomic analysis of hiPSC-derived neurons, pre-treated or not with KU-55933 compound (ATMi), after camptothecin (CPT) exposure and release.
# Experiment details: https://gemma.msl.ubc.ca/expressionExperiment/showExpressionExperiment.html?id=14914
# If you use this file for your research, please cite: 
# Zoubarev, A., et al., Gemma: A resource for the re-use, sharing and meta-analysis of expression profiling data. Bioinformatics, 2012. 
Probe	Sequence	GeneSymbol	GeneName	GemmaId	NCBIid	GSE108605_Biomat_8___BioAssayId=469713Name=Ctrl_untreated_rep3	GSE108605_Biomat_1___BioAssayId=469715Name=Ctrl_untreated_rep2	GSE108605_Biomat_3___BioAssayId=469717Name=Ctrl_untreated_rep1	GSE108605_Biomat_9___BioAssayId=469712Name=Ctrl_3h_post_CPT_rep3	GSE108605_Biomat_2___BioAssayId=469714Name=Ctrl_3h_post_CPT_rep2	GSE108605_Biomat_4___BioAssayId=469716Name=Ctrl_3h_post_CPT_rep1	GSE108605_Biomat_5___BioAssayId=469711Name=Ctrl_ATMi_untreated_rep3	GSE108605_Biomat_11___BioAssayId=469719Name=Ctrl_ATMi_untreated_rep2	GSE108605_Biomat_6___BioAssayId=469721Name=Ctrl_ATMi_untreated_rep1	GSE108605_Biomat_7___BioAssayId=469710Name=Ctrl_ATMi_3h_post_CPT_rep3	GSE108605_Biomat_12___BioAssayId=469718Name=Ctrl_ATMi_3h_post_CPT_rep2	GSE108605_Biomat_10___BioAssayId=469720Name=Ctrl_ATMi_3h_post_CPT_rep1
A_23_P106391	A_23_P106391	THAP10	THAP domain containing 10	310124	56906	8.724546871	8.601154036	8.571797708	9.396311443	9.471527929	9.582827566	8.418386443	8.305580496	8.257077063	9.024646961	8.9319161	8.840405797
A_23_P106405	A_23_P106405	NDN	necdin, MAGE family member	114738	4692	12.85010532	12.84534069	12.64622118	13.01418253	13.06002442	12.96079918	12.71722418	12.69395161	12.71802999	13.01565204	13.05906808	12.98288772
A_23_P106433	A_23_P106433	RCCD1	RCC1 domain containing 1	369073	91433	10.04361813	9.96183965	10.0385445	9.918143968	9.902516439	9.824638591	10.62020752	10.52160338	10.47763586	10.26463568	10.21917109	10.27165778
A_23_P10647	A_23_P10647	CYTL1	cytokine like 1	284195	54360	8.08846941	8.63396029	8.304899182	9.19473727	9.485442275	9.284596414	8.660114594	8.898934295	8.269026993	9.99577208	9.820884861	9.485006309
A_23_P106481	A_23_P106481	EMC4	ER membrane protein complex subunit 4	274088	51234	13.4478641	13.56234608	13.12722956	13.29660805	13.28667063	13.03504113	13.06255578	13.28063217	13.40559166	13.13181408	13.29959115	13.12296693
A_23_P106505	A_23_P106505	LCMT2	leucine carboxyl methyltransferase 2	203043	9836	10.54465267	10.87424986	10.23513641	10.59080829	10.50738431	10.43675467	10.28024852	10.19762879	10.48855912	10.73774757	10.33209336	10.5942495
A_23_P106633	A_23_P106633	DDX28	DEAD-box helicase 28	303836	55794	12.19811524	12.00057577	12.14452083	12.71842666	12.84017906	12.98478999	12.06137454	12.1446092	12.04368794	12.87101996	12.86480985	12.95806519
A_23_P106661	A_23_P106661	CKLF-CMTM1|CMTM1	CKLF-CMTM1 readthrough|CKLF like MARVEL transmembrane domain containing 1	8624219|374527	100529251|113540	8.441813813	8.470779414	8.353994105	8.543692279	8.697403095	8.71407369	8.884675172	9.102354862	9.146557842	9.205534172	9.381163536	9.129655243
A_23_P106682	A_23_P106682	EMP2	epithelial membrane protein 2	42265	2013	12.15580807	12.16611171	12.27006767	12.39050069	12.51122344	12.37242984	11.94692973	12.11346953	12.00508111	12.0659897	12.23986786	12.10084352
A_23_P106694	A_23_P106694	CHMP1A	charged multivesicular body protein 1A	122362	5119	11.48728266	11.57530888	11.60492007	11.81263403	11.8486903	11.88541161	11.64366363	11.65977596	11.55360253	11.93189216	11.83808585	11.95490737
A_23_P106708	A_23_P106708					18.36225513	18.40363028	18.12639101	18.33165776	18.40363028	18.39521898	18.09521906	18.07714186	18.32872856	18.38978503	18.40363028	18.38978503
A_23_P106727	A_23_P106727	RAB11FIP3	RAB11 family interacting protein 3	201172	9727	12.01276482	12.10770205	12.05987341	11.56267364	11.69168342	11.56358409	12.17423577	12.36957649	12.24624242	11.74680482	11.78120389	11.78898922
A_23_P106737	A_23_P106737	LUC7L	LUC7 like	301670	55692	11.19730186	10.9841426	11.20801727	10.96389516	10.93715244	11.02012101	11.43682004	11.21205795	11.25536091	11.12851138	10.95057283	11.07133253
A_23_P106741	A_23_P106741	PSMD7	proteasome 26S subunit, non-ATPase 7	134479	5713	14.31851465	14.14981582	14.53282177	14.42166365	14.51132102	14.64687485	14.30786587	14.45645041	14.14239825	14.35009798	14.57283637	14.48476908
A_23_P106761	A_23_P106761	CORO1A	coronin 1A	228216	11151	9.772676689	9.743376607	9.621811985	9.867606628	9.868298805	9.813907646	9.208042799	9.390092069	9.662373661	9.700977524	9.934714116	9.822091361
A_23_P106773	A_23_P106773	SULT1A4|SULT1A1|SLX1A-SULT1A3|SULT1A2|SULT1A3|SLX1B-SULT1A4	sulfotransferase family 1A member 4|sulfotransferase family 1A member 1|SLX1A-SULT1A3 readthrough (NMD candidate)|sulfotransferase family 1A member 2|sulfotransferase family 1A member 3|SLX1B-SULT1A4 readthrough (NMD candidate)	445180|156259|8578092|156015|156310|8578094	445329|6817|100526830|6799|6818|100526831	6.574270243	6.562036951	6.702324832	6.825160897	6.909921499	7.068944917	6.504645256	6.567775065	6.155687786	6.647717536	6.811414375	6.567459846
A_23_P106798	A_23_P106798	SIAH1	siah E3 ubiquitin protein ligase 1	149328	6477	10.01870323	10.44007055	9.7764283	10.19510803	10.16374388	10.10265348	9.823688244	9.727790744	10.02863653	10.22858841	10.28531871	10.20040405
A_23_P106806	A_23_P106806	PRSS27	serine protease 27	352634	83886	8.146973964	8.254050085	8.037466893	8.57771423	8.653828267	8.756904978	8.282204445	8.381123262	8.521686805	8.818855311	8.610285885	8.923715173
A_23_P106822	A_23_P106822	NOB1	NIN1 (RPN12) binding protein 1 homolog	263438	28987	9.72863972	9.9977215	9.920685225	10.712857	10.82002657	10.80795457	9.697152945	9.935888243	9.800832202	10.74969015	10.8416868	10.77521405
A_23_P106835	A_23_P106835	BBS2	Bardet-Biedl syndrome 2	12948	583	12.26504403	12.36590259	11.99673781	11.52504654	11.6034028	11.42834663	12.11153572	12.06143308	12.40367141	11.62679241	11.77053854	11.60468115
A_23_P106844	A_23_P106844	MT2A	metallothionein 2A	94185	4502	13.70123858	13.67160365	13.99008656	14.39113337	14.3432879	14.6396319	14.17196936	14.40011803	14.00558255	14.93612682	14.55676731	14.93281573
A_23_P10685	A_23_P10685	HSPBP1	HSPA (Hsp70) binding protein 1	245790	23640	13.30028929	13.678177	13.36786798	13.62709414	13.63445974	13.51617052	13.32221112	13.39123623	13.67556423	13.69759276	13.6414164	13.7938227
A_23_P106859	A_23_P106859	EMC8	ER membrane protein complex subunit 8	212712	10328	12.81850794	12.62152093	12.987184	13.05302814	13.1250284	13.25555688	12.65947278	12.95425923	12.5513222	13.12000564	13.25181099	13.18765497
A_23_P106874	A_23_P106874	PMFBP1	polyamine modulated factor 1 binding protein 1	350232	83449	5.636868142	5.71394013	5.606105697	5.127810088	5.219470063	4.864762705	5.75260594	6.08616725	5.924677317	5.391075565	5.374649439	5.2558351
A_23_P106898	A_23_P106898	ORAI3	ORAI calcium release-activated calcium modulator 3	371797	93129	7.896628497	7.969819622	7.741758745	7.611452391	7.82880681	7.639784504	8.12733799	8.054678228	8.047151709	7.766530768	7.611032418	7.698860513
A_23_P106906	A_23_P106906	PPL	periplakin	129596	5493	7.442269544	7.269916206	7.34261708	7.404864207	7.798070065	7.286396835	7.164202113	7.665784194	7.236471388	7.400243498	7.606202568	7.524107903
A_23_P106922	A_23_P106922	CHST6	carbohydrate sulfotransferase 6	89563	4166	11.60962425	11.38642515	11.74066784	11.55393427	11.8369639	11.77339939	11.83784321	11.73654291	11.4649329	11.56777337	11.70171758	11.64058381
A_23_P106973	A_23_P106973					15.9838214	15.86133629	16.08059636	15.57129342	15.73509045	15.52448511	15.8825975	15.86158415	15.83950849	15.11984305	15.30652278	15.41486318
A_23_P107036	A_23_P107036	TMEM11	transmembrane protein 11	185937	8834	12.04263492	12.17639258	12.19870846	12.55354819	12.61794262	12.6479947	12.14882183	12.34110852	12.12774082	12.64674286	12.74906171	12.79260597
A_23_P107051	A_23_P107051	TCAP	titin-cap	180530	8557	11.2625525	11.03381426	11.18648633	11.97310038	12.07261545	11.96433983	11.78849435	11.67075037	11.87957956	11.82825413	12.1841284	12.07137048
A_23_P107073	A_23_P107073	RPA1	replication protein A1	141790	6117	12.79994957	12.96053062	12.72177087	12.91718563	12.91701349	12.70748846	12.4774596	12.4805767	12.48509804	12.39517103	12.49132151	12.38245035
A_23_P107116	A_23_P107116	RNF112	ring finger protein 112	171661	7732	10.96875938	10.77367196	10.73883449	10.7515799	10.81449568	10.75108252	10.98713259	10.68581409	11.01099543	10.76862996	10.99627036	10.78019134
A_23_P107166	A_23_P107166	ACBD4	acyl-CoA binding domain containing 4	338557	79777	7.928810948	7.722652086	8.094443711	7.58302843	7.486030103	7.459712322	8.338347721	7.823651042	8.315129355	7.657483326	7.84898184	7.74037246
A_23_P107247	A_23_P107247	CACNA1G	calcium voltage-gated channel subunit alpha1 G	187702	8913	10.70579682	10.94578247	10.36064491	10.76146703	10.94475348	10.53979949	10.59711272	10.10371836	11.0469554	10.58983502	10.70893219	10.62729382
A_23_P107283	A_23_P107283	HOXB2	homeobox B2	71961	3212	13.3767738	13.20211624	13.29927759	13.19387719	13.19069181	13.31398646	13.39988648	13.45949106	13.18051296	12.92842124	13.04334452	12.87292342
A_23_P107307	A_23_P107307	SLC13A2	solute carrier family 13 member 2	189638	9058	5.979942997	6.11765163	5.790377511	6.390499985	6.251796446	6.222896433	5.700943946	5.390387509	5.608559837	6.122322442	5.763805972	5.898193471
A_23_P107313	A_23_P107313	SDF2	stromal cell derived factor 2	147631	6388	11.14841994	10.95023424	11.11016055	11.26474882	11.36266867	11.35761378	11.0755425	11.20858656	11.08228063	11.34645589	11.45814998	11.3714233
A_23_P107322	A_23_P107322	CORO6	coronin 6	362776	84940	9.301415631	9.571694594	8.798146086	9.644287885	9.498305801	9.441627416	8.512118004	8.357519094	9.117948057	9.246045929	9.155429747	9.269243866
A_23_P107412	A_23_P107412	P4HB	prolyl 4-hydroxylase subunit beta	120739	5034	13.11499213	13.10296061	13.26504797	13.52500208	13.62287786	13.54875391	13.27634289	13.36832825	13.13350636	13.68479967	13.71788869	13.70043624
A_23_P107421	A_23_P107421	TK1	thymidine kinase 1	161217	7083	13.48977844	13.18143504	14.02727071	13.81195683	13.80790114	14.10682456	12.47808546	13.05413218	12.30280703	12.80436208	12.77482258	12.9824517
A_23_P10743	A_23_P10743	PDE6B	phosphodiesterase 6B	123356	5158	5.458287157	5.460844867	5.774547582	5.466546811	5.630943847	5.180862473	6.083956945	5.732714484	5.953582619	5.877789799	6.015712039	5.830218169
A_23_P107454	A_23_P107454	KRTAP3-1	keratin associated protein 3-1	353493	83896	5.170651539	6.040447693	4.719216351	6.558538396	6.245923407	5.762978183	4.810652757	4.429159884	4.841449824	6.00946052	5.970510393	5.773164684
A_23_P107465	A_23_P107465	KRT31	keratin 31	83976	3881	6.924834304	7.618785516	6.417686982	7.377918099	7.30889282	6.929407907	6.48512166	6.458529124	6.871032752	7.104848857	7.117624142	6.892914313
A_23_P107612	A_23_P107612	RAB27B	RAB27B, member RAS oncogene family	137577	5874	6.33223229	6.140845293	5.984696115	6.19570364	6.155326922	5.990674543	6.100922251	5.883071583	6.310917284	6.261240891	6.220521239	6.328045053
A_23_P107644	A_23_P107644	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	152693	6632	13.6714621	13.55786087	13.9869945	13.31880315	13.23608142	13.52268577	13.58110919	13.77842814	13.36532429	13.32762182	13.39286486	13.38049483
A_23_P107684	A_23_P107684	ZNF324	zinc finger protein 324	247784	25799	10.79678772	10.81141879	10.68819333	11.53288644	11.67156822	11.67166709	11.03805185	11.08842074	11.20196914	11.70261072	11.84356053	11.82203674
A_23_P107693	A_23_P107693	ZNF586	zinc finger protein 586	288352	54807	8.043376436	8.162186941	8.293127043	7.84671349	7.898862372	8.074062085	8.141851535	8.107495639	8.128371496	7.792562152	7.959668623	7.832707531
A_23_P107724	A_23_P107724	ZNF112	zinc finger protein 112	172170	7771	10.98692813	10.8820913	10.8627526	10.33873568	10.30524371	10.24421892	10.92540701	10.9726998	11.13200431	10.63549335	10.44612971	10.61941248
A_23_P107735	A_23_P107735	CD79A	CD79a molecule	21581	973	12.07161114	12.24958662	11.77195614	12.37953104	12.06818366	12.11109515	11.71190773	11.26947056	12.12769063	12.34076596	11.97794753	12.19577204
A_23_P107775	A_23_P107775	TMEM190	transmembrane protein 190	394210	147744	6.487583561	6.669909488	6.576076394	6.786733788	6.965090801	6.876140451	6.474282174	6.079301285	6.330367302	6.638311358	6.752511533	6.31125818
A_23_P107801	A_23_P107801	C19orf44	chromosome 19 open reading frame 44	355519	84167	10.9857992	11.06894534	11.14871877	10.00490028	10.19045863	10.27684139	11.45609704	11.4418603	11.69272392	10.49617698	10.35262631	10.50252347
A_23_P107855	A_23_P107855	FIZ1	FLT3 interacting zinc finger 1	362459	84922	9.062060711	9.297485858	8.879279945	9.322856082	9.595479754	9.461737503	8.876368293	9.001930432	9.227214257	9.683298715	9.712884864	9.76715976
A_23_P107963	A_23_P107963	FUT1	fucosyltransferase 1 (H blood group)	50125	2523	8.084341107	8.079444198	8.450617859	8.393327882	8.496107437	8.470403265	8.714822229	8.747959347	8.835017212	9.164995606	9.136339718	9.113889355
A_23_P107994	A_23_P107994	TMEM160	transmembrane protein 160	291175	54958	12.6774862	12.78672282	12.74295926	12.93307203	12.92791931	12.85526617	12.48484479	12.59629911	12.61977466	12.73342947	12.97752699	12.91881369
A_23_P108075	A_23_P108075	SLC7A10	solute carrier family 7 member 10	308403	56301	5.697760175	5.500460377	5.773824639	5.953944998	5.933282965	5.873588664	5.973204434	5.562302625	5.821031841	6.013655666	5.772954913	5.914883983
A_23_P10815	A_23_P10815	PUM1	pumilio RNA binding family member 1	200715	9698	13.35002386	13.29647878	13.2447085	11.695755	11.57422397	11.33067901	13.38503176	13.51142024	13.46126263	11.94531255	11.65569332	11.81451325
A_23_P108244	A_23_P108244	COX6B1	cytochrome c oxidase subunit 6B1	28482	1340	14.43241287	14.5297825	14.52747899	14.52312036	14.56663532	14.68063812	14.48641444	14.72571619	14.56505703	14.6055729	14.7479351	14.73267692
A_23_P108294	A_23_P108294	PLPP2	phospholipid phosphatase 2	181406	8612	5.550243496	6.160607147	6.780357631	6.016624587	6.299830089	6.304814434	5.668899919	5.575545178	5.475770237	5.887335291	5.991064326	5.819850058
A_23_P108303	A_23_P108303	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	114876	4701	13.56077585	13.34388495	13.61198134	13.63320672	13.6006994	13.75785965	13.51154219	13.45669872	13.30296966	13.57711943	13.53996465	13.53875531
A_23_P108342	A_23_P108342	ZNF571	zinc finger protein 571	274772	51276	8.842251853	9.007952584	8.621626594	8.500234374	8.468766478	8.326268955	8.673903181	8.718050845	9.075311791	8.743281214	8.607992875	8.659517356
A_23_P108404	A_23_P108404	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	378737	116987	11.50577535	11.81914093	11.22983867	10.81675111	10.85594335	10.56484226	11.48686876	11.33027115	11.65791605	10.75128056	10.8851621	10.70379673
A_23_P108437	A_23_P108437	FZD5	frizzled class receptor 5	173232	7855	8.393204805	8.79872553	9.325305061	8.443578551	8.601410835	8.495960628	8.563953935	9.084722128	8.460965757	8.687016896	8.602728396	8.772402414
A_23_P108501	A_23_P108501	EPHA4	EPH receptor A4	43112	2043	13.28800698	13.32787832	13.14543487	12.22070889	12.16622179	12.03603748	13.45207333	13.60305899	13.59464472	12.60197753	12.22584159	12.4119455
A_23_P108514	A_23_P108514	STK16	serine/threonine kinase 16	181033	8576	9.977381905	9.914950712	10.0747683	9.763894573	9.869874316	8.077964347	10.42186481	10.06544921	10.35672165	9.961912779	9.839588469	10.37345161
A_23_P108554	A_23_P108554	DDX1	DEAD-box helicase 1	34954	1653	15.15021303	15.30462967	15.07128284	14.94162309	14.98803972	14.83245293	14.907354	15.06889639	15.17624807	14.70911049	14.85206568	14.74441972
A_23_P108564	A_23_P108564	B3GALT1	beta-1,3-galactosyltransferase 1	183336	8708	6.838308377	6.794963904	6.843247138	5.967366753	5.91788395	5.798906791	6.719148402	6.733926686	6.762682616	5.822768789	5.675254035	5.778041867
A_23_P10858	A_23_P10858	ANKLE2	ankyrin repeat and LEM domain containing 2	237163	23141	9.030346195	9.326150507	9.042977315	8.978147334	9.030892785	8.912400019	9.047121696	9.171594989	9.132442457	9.085793892	9.009315874	8.999435807
A_23_P108641	A_23_P108641	FAM136A	family with sequence similarity 136 member A	362202	84908	11.38485742	11.16019204	11.47614419	11.83847737	11.87823413	11.99153047	11.27694709	11.38300353	11.14602284	11.73356882	11.86981371	11.6577182
A_23_P108657	A_23_P108657	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	397184	151525	9.492274556	9.723253993	9.16165099	9.229884015	9.274363582	8.894503319	9.41598225	9.447896523	9.635244035	9.243409835	9.338420302	9.208433969
A_23_P108662	A_23_P108662	MOGS	mannosyl-oligosaccharide glucosidase	172763	7841	13.70948769	13.5161296	13.77488765	13.45076539	13.66137274	13.68271489	13.86493553	13.92575636	13.97175684	13.55866238	13.73860901	13.6547735
A_23_P108673	A_23_P108673	EVA1A	eva-1 homolog A, regulator of programmed cell death	355172	84141	7.314099337	7.596397137	7.323426791	7.24424333	7.209787954	6.544522855	6.521422564	7.068518902	6.597086859	6.747452071	6.720847872	6.445439374
A_23_P10870	A_23_P10870	DOLK	dolichol kinase	232332	22845	10.86544031	11.03536202	10.74808355	11.05182961	11.06531422	11.06763176	10.71261023	10.90983231	10.83076373	11.26752665	11.14630864	11.25024423
A_23_P108708	A_23_P108708	RNF181	ring finger protein 181	274447	51255	12.82287847	12.71304013	12.83977478	13.06233726	13.15378581	13.18765584	12.84645138	13.20318297	12.91080148	13.18267325	13.48241626	13.2804457
A_23_P108761	A_23_P108761	CNOT11	CCR4-NOT transcription complex subunit 11	299332	55571	9.259153013	9.558510091	9.395118778	9.43184836	9.409809577	9.43936359	9.286483121	9.401972081	9.292922059	9.585648656	9.506488809	9.544839075
A_23_P108785	A_23_P108785	ACTR3	ARP3 actin related protein 3 homolog	208041	10096	13.60830348	13.74380913	13.2691669	13.04948584	13.11027509	12.80556504	13.09008648	13.27938755	13.4376628	12.78875323	12.8947464	12.74464168
A_23_P108823	A_23_P108823	OSBPL6	oxysterol binding protein like 6	376113	114880	11.12270118	11.32220105	11.10818303	10.22265848	10.30518976	10.07902179	11.2520044	11.30568744	11.30138919	10.42536287	10.34101647	10.31929822
A_23_P108835	A_23_P108835	YPEL5	yippee like 5	280302	51646	12.89054366	13.06667744	12.96011584	12.92016397	12.95196146	12.83490877	13.31860747	13.42559068	13.37635997	13.33241985	13.32057367	13.42214038
A_23_P108922	A_23_P108922	MOB1A	MOB kinase activator 1A	295810	55233	8.784398898	8.446770376	9.087559642	9.080156464	9.063734194	9.436078811	8.995799321	8.919281077	8.71651903	9.13506948	9.176565762	9.24487793
A_23_P108932	A_23_P108932	RPL23AP32	ribosomal protein L23a pseudogene 32	311211	56969	10.11783243	10.18909625	9.982991796	9.809245968	9.992561751	9.84921915	9.859441495	9.644013052	10.15392294	9.537330192	10.03127378	9.533270038
A_23_P108948	A_23_P108948	MREG	melanoregulin	301544	55686	9.332290498	9.41904423	9.182976515	8.893699799	8.957906678	8.841927872	9.267989095	9.431391974	9.601591275	9.162583316	8.971462107	9.146835058
A_23_P109026	A_23_P109026	KCNK15	potassium two pore domain channel subfamily K member 15	322329	60598	10.8964141	11.2206739	10.36989415	11.21101109	10.89796582	10.72836724	10.48670717	10.00272645	10.82044599	11.10467923	10.68771425	10.77344517
A_23_P109034	A_23_P109034	SDC4	syndecan 4	147526	6385	8.317889953	8.364391237	8.685148304	9.522230657	9.67263136	9.738332688	8.581899232	8.958963605	8.441229747	9.499901378	9.609374138	9.586149489
A_23_P109055	A_23_P109055	TP53RK	TP53 regulating kinase	373894	112858	7.326770468	7.433506992	7.397279249	8.064860423	8.123228822	8.171888656	7.238571892	7.478870228	7.243432106	8.186382577	8.150208888	8.322801819
A_23_P109072	A_23_P109072	SALL4	spalt like transcription factor 4	313522	57167	9.942328532	10.42948605	10.64790368	10.49862699	10.56007338	10.96606772	9.553595995	10.40492887	9.977520869	10.22007823	9.945133384	10.02952167
A_23_P10911	A_23_P10911	PLBD2	phospholipase B domain containing 2	404807	196463	8.193545071	8.860048842	8.119196522	8.751370108	8.752913191	8.655537884	8.346201362	8.500697104	8.488597075	9.105211988	8.893542083	9.053373367
A_23_P109143	A_23_P109143	PRNP	prion protein	132369	5621	12.53302005	12.57058809	12.32672003	12.92201367	13.02677723	12.75175436	12.37030349	12.38476776	12.39299166	12.82486892	12.89340555	12.67690277
A_23_P109171	A_23_P109171	BFSP1	beaded filament structural protein 1	13694	631	9.097214017	8.942798366	9.289650469	9.390523758	9.420901102	9.538075003	8.804099737	8.508397197	8.377313095	8.969939829	8.938312896	8.681377197
A_23_P109184	A_23_P109184	INSM1	INSM transcriptional repressor 1	79162	3642	11.58676059	11.81964595	11.54429603	11.81979807	12.0095336	11.88182277	12.04218263	12.12506147	12.15247247	12.23444115	12.03689578	12.39544909
A_23_P109269	A_23_P109269	LAMA5	laminin subunit alpha 5	84649	3911	9.522293777	9.56837969	9.700376151	9.657410781	9.886111116	9.70937625	9.87895804	9.7769805	9.892341306	10.0302833	10.11385357	10.01288498
A_23_P109286	A_23_P109286	GRIK1	glutamate ionotropic receptor kainate type subunit 1	57257	2897	9.258291697	9.398935261	8.685821396	9.238764319	9.293417987	9.055426339	8.757087571	8.317491362	8.941532677	8.968464528	8.89491222	8.915407241
A_23_P109322	A_23_P109322	PCP4	Purkinje cell protein 4	122380	5121	11.35774957	11.44132182	11.23536626	11.56131615	11.54626427	11.51364317	11.04259314	10.95974004	11.25290872	11.25386083	11.4222978	11.34765444
A_23_P109333	A_23_P109333	GATD3A|GATD3B	glutamine amidotransferase like class 1 domain containing 3A|glutamine amidotransferase like class 1 domain containing 3B	175867|9004739	8209|102724023	12.35708516	12.48451027	12.51318011	12.58901822	12.70513318	12.70693552	12.61719007	12.65447409	12.49909913	12.61900374	12.70283056	12.72433349
A_23_P109345	A_23_P109345	PTTG1IP	PTTG1 interacting protein	16350	754	14.86750012	15.18900891	14.68291169	14.87232656	15.05407023	14.67173119	14.68829585	14.84298611	14.89790147	14.68320468	14.9175149	14.65586147
A_23_P109420	A_23_P109420					11.08849515	10.96512553	11.21763626	11.45779515	11.52384958	11.53593226	11.29543061	11.47744516	11.27429177	11.75047249	11.87590694	11.79788747
A_23_P109427	A_23_P109427	GSTT2B|GSTT2	glutathione S-transferase theta 2B (gene/pseudogene)|glutathione S-transferase theta 2 (gene/pseudogene)	458998|58307	653689|2953	6.09828526	5.900283922	6.610169423	6.157022666	6.732849593	6.338948791	6.518956939	6.650381248	6.334850876	6.819021914	7.346423876	6.868962675
A_23_P109442	A_23_P109442	HPS4	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2	365543	89781	11.50200456	11.20181169	11.34508976	10.98784775	11.11472097	11.05264594	11.67148038	11.4814331	11.4698513	11.17289693	11.0702121	11.05426059
A_23_P109452	A_23_P109452	CHEK2|CHEK2P2	checkpoint kinase 2|checkpoint kinase 2 pseudogene 2	229312|452294	11200|646096	7.821951948	7.905082083	8.191542226	7.651870528	7.621365279	7.527547554	7.265320984	7.352211753	7.344780124	7.292950105	6.938030439	7.038893883
A_23_P109470	A_23_P109470	THOC5	THO complex 5	180637	8563	8.977714532	8.779637412	9.19974113	9.027516418	9.052674737	9.024416523	9.129923037	9.560898538	9.089498889	9.205161734	9.423931405	9.287244435
A_23_P109488	A_23_P109488	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	374687	113791	6.702744279	6.560646538	6.920091323	6.93143205	6.975072771	7.088284581	6.780616817	7.177207043	6.959594471	7.068859122	6.952670656	7.179216688
A_23_P109547	A_23_P109547	MIEF1	mitochondrial elongation factor 1	284993	54471	10.47605991	10.79762476	10.37558116	10.83228405	10.85305626	10.85866573	10.67421713	10.79357839	10.70593618	10.90526438	11.1263051	10.97007326
A_23_P109593	A_23_P109593	TBC1D22A	TBC1 domain family member 22A	247358	25771	9.120232325	8.94623207	9.410138569	8.093405643	8.091906487	8.250367041	9.334005662	9.566449818	9.335245194	8.353730022	8.397818885	8.459633067
A_23_P109636	A_23_P109636	LRIG1	leucine rich repeats and immunoglobulin like domains 1	251579	26018	14.75403566	14.93409305	14.41942939	12.85854028	13.03790053	12.78393431	14.48901798	14.44431992	14.65545024	12.82671944	12.70997214	12.78954701
