GeneSymbol	NCBIid
LINC02467	107984446
LOC107984447	107984447
LOC107984448	107984448
LOC107984449	107984449
LOC107984450	107984450
LOC107984451	107984451
LOC107984452	107984452
LOC107984455	107984455
LOC107984456	107984456
LOC107984459	107984459
LOC107984461	107984461
LOC107984462	107984462
LOC107984466	107984466
LOC107984467	107984467
LOC107984468	107984468
LOC107984469	107984469
LOC107984470	107984470
LOC107984471	107984471
LOC107984472	107984472
LOC107984473	107984473
LOC107984474	107984474
LOC107984475	107984475
LOC107984476	107984476
LOC107984478	107984478
LOC107984480	107984480
LOC107984482	107984482
LOC107984484	107984484
LOC107984485	107984485
LOC107984486	107984486
LOC107984487	107984487
LOC107984489	107984489
LOC107984492	107984492
LOC107984494	107984494
LOC107984495	107984495
LOC107984496	107984496
SULT6B2P	107984497
LOC107984498	107984498
LOC107984499	107984499
LOC107984500	107984500
LOC107984501	107984501
LINC02354	107984503
CPNE8-AS1	107984504
LOC107984505	107984505
LOC107984506	107984506
LOC107984507	107984507
LOC107984508	107984508
LOC107984509	107984509
LOC107984510	107984510
LOC107984512	107984512
LOC107984515	107984515
LOC107984516	107984516
LOC107984521	107984521
LOC107984522	107984522
LOC107984525	107984525
LOC107984526	107984526
LOC107984527	107984527
LINC02416	107984528
LOC107984529	107984529
LOC107984530	107984530
LOC107984531	107984531
LOC107984532	107984532
LOC107984533	107984533
LOC107984535	107984535
LOC107984536	107984536
LOC107984537	107984537
LINC02371	107984539
CACNA1C-IT1	107984540
LOC107984542	107984542
LOC107984543	107984543
LOC107984544	107984544
LOC107984545	107984545
LOC107984546	107984546
LOC107984547	107984547
LOC107984548	107984548
LOC107984551	107984551
LOC107984552	107984552
LOC107984553	107984553
LOC107984554	107984554
LOC107984555	107984555
LOC107984558	107984558
LOC107984559	107984559
LOC107984561	107984561
LOC107984563	107984563
LOC107984564	107984564
LOC107984566	107984566
LOC107984567	107984567
LOC107984568	107984568
LOC107984569	107984569
LINC00444	107984570
LOC107984572	107984572
LOC107984573	107984573
LOC107984574	107984574
LOC107984575	107984575
LOC107984576	107984576
LOC107984577	107984577
LOC107984578	107984578
LOC107984579	107984579
LOC107984580	107984580
LOC107984581	107984581
LOC107984582	107984582
LOC107984583	107984583
LOC107984584	107984584
LOC107984585	107984585
LOC107984587	107984587
LOC107984588	107984588
LOC107984589	107984589
LOC107984590	107984590
LOC107984591	107984591
LOC107984593	107984593
LOC107984594	107984594
LOC107984596	107984596
LOC107984597	107984597
LOC107984599	107984599
LOC107984601	107984601
LOC107984602	107984602
LOC107984604	107984604
LOC107984606	107984606
LOC107984607	107984607
LOC107984608	107984608
LOC107984609	107984609
LOC107984610	107984610
LOC107984611	107984611
LOC107984613	107984613
LOC107984615	107984615
LOC107984616	107984616
LOC107984617	107984617
LOC107984618	107984618
LOC107984619	107984619
LOC107984620	107984620
LOC107984621	107984621
LOC107984622	107984622
LOC107984624	107984624
LOC107984625	107984625
LOC107984626	107984626
LOC107984627	107984627
LOC107984628	107984628
LOC107984629	107984629
LOC107984630	107984630
LOC107984634	107984634
LOC107984635	107984635
LINC02279	107984637
LOC107984638	107984638
LOC107984639	107984639
LBHD2	107984640
LOC107984641	107984641
LOC107984642	107984642
LOC107984643	107984643
LOC107984644	107984644
LOC107984645	107984645
LOC107984646	107984646
LOC107984647	107984647
LOC107984649	107984649
LOC107984650	107984650
LOC107984651	107984651
LOC107984652	107984652
LOC107984653	107984653
LOC107984654	107984654
LOC107984655	107984655
LOC107984656	107984656
LOC107984658	107984658
LOC107984659	107984659
LOC107984660	107984660
LOC107984661	107984661
LOC107984663	107984663
LOC107984664	107984664
LOC107984665	107984665
LOC107984667	107984667
LOC107984668	107984668
LOC107984669	107984669
LOC107984670	107984670
LOC107984671	107984671
LOC107984673	107984673
LOC107984674	107984674
LOC107984676	107984676
LOC107984679	107984679
LOC107984681	107984681
LOC107984682	107984682
LOC107984684	107984684
LOC107984685	107984685
LOC107984686	107984686
LOC107984689	107984689
LOC107984690	107984690
LOC107984691	107984691
LOC107984692	107984692
LOC107984693	107984693
LOC107984695	107984695
LOC107984696	107984696
LOC107984697	107984697
LOC107984698	107984698
LOC107984699	107984699
LINC02306	107984700
LOC107984701	107984701
LOC107984702	107984702
LOC107984703	107984703
LOC107984704	107984704
LOC107984705	107984705
LOC107984706	107984706
LOC107984708	107984708
LOC107984709	107984709
LOC107984710	107984710
LOC107984711	107984711
LOC107984713	107984713
LOC107984714	107984714
LOC107984715	107984715
LOC107984716	107984716
LOC107984718	107984718
LOC107984724	107984724
LOC107984725	107984725
LOC107984727	107984727
LOC107984728	107984728
LOC107984731	107984731
LOC107984733	107984733
LOC107984734	107984734
LOC107984735	107984735
LOC107984736	107984736
LOC107984737	107984737
LOC107984739	107984739
LOC107984740	107984740
LOC107984741	107984741
LOC107984743	107984743
LOC107984745	107984745
LOC107984746	107984746
LOC107984747	107984747
LOC107984748	107984748
LOC107984749	107984749
LOC107984750	107984750
LOC107984751	107984751
LOC107984754	107984754
LOC107984755	107984755
LOC107984756	107984756
LOC107984757	107984757
LOC107984758	107984758
LOC107984760	107984760
LOC107984763	107984763
LINC02253	107984764
LOC107984766	107984766
LOC107984770	107984770
LOC107984772	107984772
LINC01852	107984773
LOC107984774	107984774
LOC107984776	107984776
LOC107984777	107984777
LOC107984778	107984778
LOC107984779	107984779
LINC02248	107984780
LOC107984781	107984781
LOC107984782	107984782
LOC107984783	107984783
LOC107984784	107984784
LOC107984785	107984785
LOC107984787	107984787
LOC107984788	107984788
LOC107984789	107984789
LOC107984790	107984790
LOC107984791	107984791
LOC107984792	107984792
LOC107984793	107984793
LOC107984794	107984794
LOC107984798	107984798
LOC107984800	107984800
LOC107984801	107984801
LOC107984802	107984802
LOC107984803	107984803
LOC107984805	107984805
LOC107984806	107984806
LINC02132	107984811
LOC107984812	107984812
LOC107984813	107984813
LOC107984814	107984814
LOC107984815	107984815
LOC107984817	107984817
LOC107984819	107984819
LOC107984821	107984821
LOC107984822	107984822
LOC107984823	107984823
LOC107984824	107984824
LOC107984825	107984825
LOC107984826	107984826
LOC107984827	107984827
LOC107984828	107984828
LOC107984830	107984830
LOC107984831	107984831
LOC107984832	107984832
LOC107984833	107984833
LOC107984834	107984834
LOC107984835	107984835
LOC107984836	107984836
LOC107984837	107984837
LOC107984839	107984839
LOC107984840	107984840
LOC107984841	107984841
LOC107984842	107984842
LOC107984844	107984844
LOC107984847	107984847
LOC107984849	107984849
LOC107984850	107984850
LOC107984851	107984851
LOC107984852	107984852
LOC107984855	107984855
LOC107984856	107984856
LOC107984858	107984858
LOC107984859	107984859
LOC107984861	107984861
LOC107984862	107984862
LOC107984865	107984865
LOC107984867	107984867
LOC107984868	107984868
LOC107984869	107984869
LOC107984870	107984870
LOC107984871	107984871
LOC107984872	107984872
LOC107984874	107984874
LOC107984875	107984875
LOC107984876	107984876
LOC107984877	107984877
LOC107984878	107984878
LOC107984880	107984880
LOC107984881	107984881
MMP2-AS1	107984884
LOC107984886	107984886
LOC107984887	107984887
LOC107984888	107984888
LOC107984889	107984889
LOC107984890	107984890
LOC107984892	107984892
LOC107984893	107984893
LOC107984894	107984894
LOC107984895	107984895
LOC107984897	107984897
LOC107984898	107984898
LOC107984900	107984900
LOC107984901	107984901
LOC107984902	107984902
LOC107984903	107984903
LOC107984904	107984904
LOC107984905	107984905
LOC107984906	107984906
LOC107984909	107984909
LOC107984910	107984910
LOC107984911	107984911
LOC107984912	107984912
LOC107984913	107984913
LOC107984915	107984915
LOC107984917	107984917
LOC107984918	107984918
LOC107984919	107984919
LINC01772	107984921
LOC107984928	107984928
LOC107984929	107984929
LOC107984931	107984931
LOC107984932	107984932
LOC107984933	107984933
LOC107984934	107984934
LOC107984935	107984935
LOC107984940	107984940
LOC107984941	107984941
LOC107984942	107984942
LOC107984943	107984943
LOC107984945	107984945
LOC107984946	107984946
LOC107984947	107984947
LOC107984948	107984948
LOC107984950	107984950
LOC107984951	107984951
LOC107984952	107984952
LINC01738	107984953
LOC107984954	107984954
LOC107984955	107984955
LOC107984956	107984956
LOC107984957	107984957
DHCR24-DT	107984958
LOC107984960	107984960
LOC107984961	107984961
LOC107984962	107984962
LOC107984963	107984963
LOC107984964	107984964
LOC107984965	107984965
LOC107984966	107984966
LOC107984967	107984967
LOC107984969	107984969
LOC107984974	107984974
LOC107984976	107984976
LINC02096	107984977
LOC107984979	107984979
LOC107984980	107984980
LOC107984982	107984982
LOC107984983	107984983
LOC107984984	107984984
LOC107984986	107984986
LOC107984988	107984988
LOC107984989	107984989
LOC107984990	107984990
LOC107984992	107984992
LOC107984993	107984993
LINC02094	107984995
LOC107984996	107984996
LOC107984997	107984997
LOC107984998	107984998
LOC107984999	107984999
LOC107985000	107985000
LOC107985001	107985001
LOC107985002	107985002
LOC107985004	107985004
LOC107985005	107985005
LOC107985006	107985006
LOC107985007	107985007
LOC107985009	107985009
LOC107985010	107985010
LOC107985011	107985011
LOC107985012	107985012
LOC107985013	107985013
LOC107985014	107985014
LOC107985015	107985015
LOC107985017	107985017
LOC107985018	107985018
LOC107985019	107985019
LOC107985020	107985020
LOC107985021	107985021
LOC107985022	107985022
LOC107985023	107985023
LOC107985027	107985027
LOC107985028	107985028
LOC107985029	107985029
LOC107985031	107985031
LOC107985032	107985032
LOC107985033	107985033
LOC107985034	107985034
LOC107985035	107985035
LOC107985036	107985036
LOC107985037	107985037
LOC107985038	107985038
LOC107985039	107985039
LOC107985040	107985040
LOC107985041	107985041
LOC107985043	107985043
LOC107985044	107985044
LOC107985046	107985046
LOC107985047	107985047
LOC107985048	107985048
LOC107985050	107985050
LOC107985051	107985051
LOC107985053	107985053
LOC107985054	107985054
LOC107985055	107985055
LOC107985056	107985056
LOC107985057	107985057
LOC107985059	107985059
LOC107985063	107985063
LOC107985064	107985064
LOC107985065	107985065
LOC107985067	107985067
LOC107985068	107985068
LOC107985071	107985071
LOC107985072	107985072
LOC107985073	107985073
LOC107985074	107985074
LOC107985075	107985075
LOC107985076	107985076
LOC107985077	107985077
LOC107985078	107985078
LOC107985079	107985079
LOC107985080	107985080
LOC107985081	107985081
LOC107985082	107985082
LOC107985085	107985085
LOC107985086	107985086
LOC107985087	107985087
LOC107985088	107985088
LOC107985089	107985089
LOC107985090	107985090
LOC107985091	107985091
LOC107985092	107985092
LOC107985093	107985093
LOC107985094	107985094
LOC107985095	107985095
LOC107985096	107985096
LOC107985103	107985103
LOC107985115	107985115
LOC107985116	107985116
LOC107985118	107985118
LOC107985119	107985119
LOC107985120	107985120
LOC107985124	107985124
LOC107985125	107985125
LOC107985126	107985126
LINC01916	107985128
LOC107985129	107985129
LOC107985130	107985130
LOC107985132	107985132
LOC107985134	107985134
LOC107985135	107985135
LOC107985136	107985136
LOC107985137	107985137
LOC107985138	107985138
LOC107985139	107985139
WDR7-OT1	107985140
LOC107985141	107985141
LOC107985142	107985142
LOC107985143	107985143
LOC107985144	107985144
LOC107985145	107985145
LOC107985147	107985147
LOC107985149	107985149
LOC107985151	107985151
LOC107985152	107985152
LOC107985153	107985153
LOC107985154	107985154
LOC107985155	107985155
LOC107985156	107985156
LOC107985157	107985157
LOC107985158	107985158
LOC107985159	107985159
LOC107985161	107985161
LOC107985162	107985162
LOC107985163	107985163
LOC107985164	107985164
LOC107985165	107985165
LOC107985166	107985166
LINC01768	107985167
LOC107985168	107985168
LOC107985171	107985171
LOC107985172	107985172
LOC107985173	107985173
LOC107985174	107985174
LOC107985176	107985176
LOC107985177	107985177
LOC107985178	107985178
LOC107985179	107985179
LOC107985180	107985180
LOC107985181	107985181
LOC107985182	107985182
LOC107985183	107985183
LOC107985184	107985184
LOC107985185	107985185
LOC107985186	107985186
LOC107985188	107985188
LOC107985189	107985189
LINC01779	107985190
LOC107985191	107985191
LOC107985192	107985192
LOC107985193	107985193
LOC107985194	107985194
LINC01691	107985195
LOC107985200	107985200
LOC107985201	107985201
LOC107985203	107985203
LOC107985204	107985204
LOC107985206	107985206
LOC107985207	107985207
LOC107985208	107985208
LOC107985209	107985209
LOC107985210	107985210
LOC107985211	107985211
LOC107985212	107985212
LOC107985213	107985213
LOC107985215	107985215
LOC107985216	107985216
LOC107985217	107985217
LOC107985219	107985219
LOC107985220	107985220
LOC107985221	107985221
LOC107985223	107985223
LOC107985224	107985224
LOC107985225	107985225
LOC107985227	107985227
LOC107985228	107985228
LOC107985229	107985229
LOC107985230	107985230
LOC107985231	107985231
LOC107985232	107985232
LOC107985233	107985233
LOC107985235	107985235
LOC107985236	107985236
LOC107985238	107985238
LOC107985239	107985239
LOC107985241	107985241
LOC107985242	107985242
LOC107985243	107985243
LOC107985244	107985244
LOC107985245	107985245
LOC107985246	107985246
LOC107985249	107985249
LOC107985250	107985250
LOC107985251	107985251
LOC107985253	107985253
LINC01735	107985254
LOC107985255	107985255
LOC107985256	107985256
LINC02602	107985257
LOC107985258	107985258
LOC107985259	107985259
LOC107985260	107985260
LOC107985261	107985261
LOC107985262	107985262
LOC107985263	107985263
LOC107985268	107985268
LOC107985269	107985269
LOC107985270	107985270
LOC107985271	107985271
LOC107985272	107985272
LOC107985273	107985273
LOC107985278	107985278
LOC107985279	107985279
LINC01834	107985280
LOC107985281	107985281
LOC107985282	107985282
LOC107985284	107985284
LOC107985285	107985285
LOC107985286	107985286
LOC107985287	107985287
LOC107985288	107985288
LOC107985289	107985289
LOC107985290	107985290
LOC107985291	107985291
LOC107985293	107985293
LOC107985295	107985295
LOC107985296	107985296
LOC107985297	107985297
LOC107985299	107985299
LOC107985300	107985300
LOC107985301	107985301
LOC107985302	107985302
LOC107985303	107985303
LOC107985304	107985304
LOC107985305	107985305
LOC107985306	107985306
LINC01705	107985307
LOC107985308	107985308
LOC107985309	107985309
LOC107985311	107985311
LINC01791	107985312
LOC107985314	107985314
LOC107985315	107985315
LOC107985317	107985317
LOC107985318	107985318
LOC107985320	107985320
LOC107985321	107985321
LOC107985322	107985322
LOC107985323	107985323
LOC107985324	107985324
LOC107985325	107985325
LOC107985326	107985326
LOC107985327	107985327
LOC107985329	107985329
LOC107985334	107985334
LOC107985335	107985335
LOC107985336	107985336
LOC107985337	107985337
LOC107985338	107985338
LOC107985340	107985340
LOC107985341	107985341
LOC107985342	107985342
LINC01836	107985343
LOC107985345	107985345
LOC107985346	107985346
LOC107985347	107985347
LOC107985349	107985349
LOC107985352	107985352
ACBD3-AS1	107985353
LOC107985354	107985354
LOC107985355	107985355
LOC107985357	107985357
LOC107985358	107985358
LOC107985359	107985359
LOC107985360	107985360
LOC107985361	107985361
LOC107985362	107985362
LOC107985363	107985363
LOC107985364	107985364
LOC107985365	107985365
LOC107985366	107985366
LOC107985367	107985367
LOC107985368	107985368
LOC107985369	107985369
LOC107985371	107985371
LOC107985372	107985372
LOC107985373	107985373
LOC107985375	107985375
LOC107985376	107985376
LOC107985377	107985377
LOC107985379	107985379
LOC107985381	107985381
LOC107985382	107985382
LOC107985383	107985383
LOC107985385	107985385
LOC107985386	107985386
LOC107985387	107985387
LOC107985388	107985388
LOC107985389	107985389
LOC107985391	107985391
LOC107985392	107985392
LOC107985393	107985393
LOC107985394	107985394
LOC107985395	107985395
LOC107985396	107985396
LOC107985397	107985397
LOC107985398	107985398
LOC107985399	107985399
LOC107985400	107985400
LOC107985401	107985401
LOC107985402	107985402
LOC107985403	107985403
LOC107985404	107985404
LOC107985405	107985405
LOC107985406	107985406
LOC107985407	107985407
LOC107985408	107985408
LOC107985409	107985409
LOC107985410	107985410
LOC107985411	107985411
LOC107985412	107985412
LOC107985413	107985413
LOC107985414	107985414
LOC107985416	107985416
LOC107985417	107985417
LOC107985418	107985418
LOC107985420	107985420
LOC107985423	107985423
LOC107985427	107985427
LOC107985429	107985429
LOC107985430	107985430
LOC107985432	107985432
LOC107985433	107985433
LOC107985434	107985434
LOC107985435	107985435
LOC107985436	107985436
LOC107985437	107985437
LOC107985438	107985438
LOC107985439	107985439
LOC107985440	107985440
LOC107985441	107985441
LOC107985442	107985442
LOC107985443	107985443
LOC107985446	107985446
LOC107985447	107985447
LOC107985448	107985448
LOC107985449	107985449
LOC107985451	107985451
LOC107985452	107985452
LOC107985454	107985454
LOC107985455	107985455
LINC01701	107985456
LOC107985457	107985457
LOC107985458	107985458
LOC107985459	107985459
LOC107985460	107985460
LOC107985461	107985461
LOC107985462	107985462
LINC01641	107985463
LOC107985464	107985464
LOC107985465	107985465
LOC107985466	107985466
LOC107985467	107985467
LOC107985468	107985468
LOC107985469	107985469
LOC107985470	107985470
LOC107985471	107985471
LOC107985474	107985474
LOC107985478	107985478
LOC107985479	107985479
LOC107985480	107985480
LOC107985481	107985481
LOC107985482	107985482
LOC107985483	107985483
LOC107985484	107985484
LOC107985485	107985485
LOC107985486	107985486
LOC107985487	107985487
LOC107985488	107985488
LOC107985490	107985490
LOC107985492	107985492
LOC107985494	107985494
LOC107985495	107985495
LOC107985497	107985497
LOC107985499	107985499
LOC107985500	107985500
LOC107985502	107985502
LOC107985504	107985504
LOC107985505	107985505
LOC107985506	107985506
LOC107985507	107985507
LOC107985508	107985508
LOC107985509	107985509
LOC107985511	107985511
LOC107985512	107985512
LOC107985513	107985513
LOC107985515	107985515
LOC107985516	107985516
LOC107985517	107985517
LOC107985518	107985518
LINC01773	107985519
LOC107985521	107985521
LOC107985522	107985522
LOC107985523	107985523
LOC107985524	107985524
LOC107985525	107985525
LOC107985529	107985529
LOC107985532	107985532
LOC107985534	107985534
LOC107985535	107985535
LOC107985536	107985536
LOC107985537	107985537
LOC107985538	107985538
LOC107985541	107985541
LOC107985542	107985542
LOC107985543	107985543
LOC107985544	107985544
LOC107985545	107985545
LOC107985549	107985549
LOC107985550	107985550
LOC107985551	107985551
LOC107985553	107985553
LOC107985554	107985554
LOC107985555	107985555
LOC107985556	107985556
LOC107985558	107985558
LOC107985561	107985561
LOC107985562	107985562
LOC107985563	107985563
LOC107985564	107985564
LOC107985565	107985565
LOC107985566	107985566
LOC107985567	107985567
LOC107985568	107985568
LOC107985570	107985570
LOC107985571	107985571
LOC107985573	107985573
LOC107985576	107985576
LOC107985577	107985577
NCF4-AS1	107985578
LOC107985579	107985579
LOC107985580	107985580
LOC107985581	107985581
LOC107985582	107985582
LOC107985584	107985584
LOC107985588	107985588
LOC107985590	107985590
LOC107985591	107985591
LOC107985593	107985593
LOC107985594	107985594
LOC107985595	107985595
LOC107985596	107985596
LOC107985599	107985599
LOC107985627	107985627
LOC107985632	107985632
LOC107985634	107985634
LOC107985635	107985635
LOC107985637	107985637
LOC107985638	107985638
LOC107985646	107985646
LOC107985647	107985647
LOC107985648	107985648
LOC107985650	107985650
LOC107985651	107985651
LOC107985652	107985652
LOC107985653	107985653
LOC107985656	107985656
LOC107985657	107985657
LOC107985658	107985658
LOC107985661	107985661
LOC107985662	107985662
LOC107985664	107985664
LOC107985665	107985665
LOC107985666	107985666
LOC107985667	107985667
LOC107985669	107985669
LOC107985670	107985670
LOC107985674	107985674
LOC107985675	107985675
LOC107985676	107985676
LOC107985677	107985677
LOC107985678	107985678
LOC107985679	107985679
LOC107985680	107985680
LOC107985681	107985681
LOC107985683	107985683
LOC107985684	107985684
LOC107985686	107985686
LOC107985687	107985687
LOC107985688	107985688
LOC107985690	107985690
LOC107985692	107985692
LOC107985693	107985693
LOC107985694	107985694
LOC107985695	107985695
LOC107985697	107985697
LOC107985698	107985698
LOC107985699	107985699
LOC107985700	107985700
LOC107985701	107985701
LOC107985703	107985703
LOC107985704	107985704
LOC107985705	107985705
LOC107985706	107985706
LOC107985707	107985707
LOC107985708	107985708
LOC107985709	107985709
LOC107985710	107985710
LINC01283	107985711
LOC107985712	107985712
LOC107985713	107985713
LOC107985714	107985714
LOC107985715	107985715
LOC107985716	107985716
LOC107985717	107985717
LOC107985719	107985719
LOC107985720	107985720
LOC107985721	107985721
LOC107985725	107985725
LOC107985726	107985726
LOC107985728	107985728
LOC107985729	107985729
MIR1302-2HG	107985730
LOC107985732	107985732
LOC107985733	107985733
LOC107985734	107985734
LOC107985736	107985736
LOC107985737	107985737
LOC107985740	107985740
LOC107985743	107985743
LOC107985744	107985744
LOC107985745	107985745
LOC107985746	107985746
LOC107985747	107985747
LOC107985766	107985766
LOC107985767	107985767
LOC107985768	107985768
LOC107985769	107985769
LOC107985770	107985770
LOC107985771	107985771
LOC107985772	107985772
LOC107985773	107985773
LOC107985774	107985774
LOC107985775	107985775
LOC107985776	107985776
LOC107985778	107985778
LOC107985779	107985779
LOC107985780	107985780
FSIP2-AS1	107985781
LOC107985782	107985782
LOC107985783	107985783
LOC107985784	107985784
LOC107985785	107985785
LOC107985786	107985786
LOC107985787	107985787
LOC107985788	107985788
LOC107985792	107985792
LOC107985795	107985795
LOC107985798	107985798
LOC107985805	107985805
LINC01866	107985806
LOC107985807	107985807
LOC107985808	107985808
LOC107985809	107985809
LOC107985810	107985810
LOC107985811	107985811
LOC107985812	107985812
LOC107985814	107985814
LOC107985815	107985815
LOC107985817	107985817
LINC01826	107985818
LOC107985819	107985819
LOC107985820	107985820
LOC107985821	107985821
LOC107985822	107985822
LOC107985823	107985823
LOC107985824	107985824
LOC107985825	107985825
LOC107985826	107985826
LOC107985827	107985827
LOC107985828	107985828
LOC107985829	107985829
LOC107985830	107985830
LOC107985831	107985831
LOC107985832	107985832
LOC107985833	107985833
LOC107985835	107985835
LOC107985836	107985836
LOC107985838	107985838
LOC107985839	107985839
LOC107985840	107985840
LOC107985841	107985841
LOC107985842	107985842
LOC107985843	107985843
LINC01824	107985844
LOC107985845	107985845
LOC107985847	107985847
LOC107985848	107985848
LOC107985849	107985849
LOC107985850	107985850
LOC107985851	107985851
LOC107985852	107985852
LOC107985853	107985853
LOC107985854	107985854
LOC107985855	107985855
LOC107985856	107985856
LOC107985857	107985857
LOC107985858	107985858
LOC107985859	107985859
LOC107985861	107985861
LOC107985862	107985862
LOC107985863	107985863
LOC107985864	107985864
LOC107985865	107985865
LOC107985866	107985866
LOC107985868	107985868
LOC107985869	107985869
LOC107985870	107985870
LOC107985871	107985871
LOC107985872	107985872
LOC107985873	107985873
LOC107985874	107985874
LOC107985875	107985875
LOC107985876	107985876
LOC107985877	107985877
LOC107985878	107985878
LINC01833	107985879
LOC107985880	107985880
LOC107985882	107985882
LOC107985883	107985883
LOC107985885	107985885
LOC107985886	107985886
LOC107985888	107985888
LOC107985889	107985889
LOC107985890	107985890
LOC107985891	107985891
LOC107985892	107985892
LINC01888	107985893
LOC107985894	107985894
LOC107985895	107985895
LOC107985896	107985896
LOC107985897	107985897
LOC107985898	107985898
LOC107985900	107985900
LOC107985902	107985902
LOC107985903	107985903
LOC107985904	107985904
LOC107985905	107985905
LOC107985906	107985906
LOC107985908	107985908
LOC107985909	107985909
LOC107985910	107985910
LOC107985911	107985911
LOC107985915	107985915
LOC107985916	107985916
LOC107985917	107985917
LOC107985920	107985920
LOC107985921	107985921
LOC107985922	107985922
LOC107985923	107985923
LINC01868	107985924
LINC01870	107985925
LOC107985926	107985926
LOC107985927	107985927
LINC01965	107985928
LOC107985929	107985929
LOC107985930	107985930
LOC107985931	107985931
LOC107985933	107985933
LOC107985934	107985934
LOC107985936	107985936
LOC107985937	107985937
LOC107985938	107985938
LOC107985939	107985939
LOC107985940	107985940
LOC107985941	107985941
LOC107985942	107985942
LOC107985943	107985943
LOC107985944	107985944
LOC107985945	107985945
LOC107985946	107985946
LOC107985947	107985947
LOC107985948	107985948
LOC107985949	107985949
LOC107985950	107985950
LINC01850	107985951
LOC107985952	107985952
LOC107985953	107985953
LOC107985955	107985955
LOC107985957	107985957
LOC107985958	107985958
LOC107985959	107985959
LOC107985960	107985960
LOC107985961	107985961
LOC107985962	107985962
LOC107985965	107985965
LOC107985966	107985966
LOC107985967	107985967
LOC107985968	107985968
LOC107985969	107985969
LOC107985972	107985972
LOC107985976	107985976
LOC107985977	107985977
LOC107985978	107985978
LOC107985979	107985979
LOC107985980	107985980
LOC107985981	107985981
LOC107985983	107985983
LOC107985984	107985984
LOC107985985	107985985
LOC107985986	107985986
LOC107985987	107985987
LOC107985988	107985988
LOC107985989	107985989
LOC107985990	107985990
LOC107985991	107985991
LOC107985992	107985992
LOC107985993	107985993
LOC107985994	107985994
LOC107985995	107985995
LOC107985996	107985996
LOC107985997	107985997
LOC107985998	107985998
LOC107985999	107985999
LOC107986000	107986000
LOC107986001	107986001
LOC107986002	107986002
LOC107986003	107986003
LOC107986004	107986004
LOC107986007	107986007
LOC107986008	107986008
LOC107986009	107986009
LOC107986010	107986010
LOC107986011	107986011
LOC107986012	107986012
LOC107986013	107986013
LOC107986015	107986015
LOC107986016	107986016
LOC107986017	107986017
LOC107986018	107986018
LOC107986019	107986019
LOC107986020	107986020
LOC107986021	107986021
LOC107986022	107986022
LOC107986023	107986023
LOC107986024	107986024
LOC107986025	107986025
LOC107986027	107986027
LOC107986028	107986028
LOC107986029	107986029
LOC107986031	107986031
LOC107986035	107986035
LOC107986040	107986040
LINC01967	107986041
LOC107986042	107986042
LOC107986043	107986043
LOC107986044	107986044
LOC107986045	107986045
LINC01998	107986046
LOC107986047	107986047
LOC107986048	107986048
LOC107986049	107986049
LOC107986050	107986050
LOC107986051	107986051
LOC107986052	107986052
LOC107986053	107986053
LOC107986054	107986054
LOC107986055	107986055
LOC107986056	107986056
LOC107986057	107986057
LOC107986058	107986058
LOC107986059	107986059
LOC107986061	107986061
LOC107986063	107986063
LOC107986064	107986064
LOC107986065	107986065
LOC107986066	107986066
LOC107986067	107986067
LOC107986068	107986068
LOC107986069	107986069
LOC107986070	107986070
LOC107986071	107986071
LOC107986072	107986072
LOC107986073	107986073
LOC107986075	107986075
LOC107986077	107986077
LOC107986079	107986079
LOC107986080	107986080
LOC107986081	107986081
LOC107986082	107986082
LOC107986083	107986083
LOC107986084	107986084
LINC02019	107986085
LOC107986086	107986086
LOC107986087	107986087
LOC107986088	107986088
LOC107986089	107986089
LOC107986091	107986091
LOC107986092	107986092
LOC107986093	107986093
LOC107986094	107986094
LOC107986095	107986095
MDFIC2	107986096
LOC107986097	107986097
LOC107986098	107986098
LOC107986099	107986099
LINC02018	107986100
LOC107986103	107986103
LOC107986104	107986104
LOC107986105	107986105
LOC107986106	107986106
LOC107986107	107986107
LOC107986108	107986108
LOC107986109	107986109
LOC107986110	107986110
LOC107986112	107986112
LOC107986113	107986113
LOC107986114	107986114
LOC107986115	107986115
LOC107986116	107986116
LOC107986118	107986118
LOC107986119	107986119
LOC107986121	107986121
LOC107986123	107986123
LOC107986124	107986124
LINC02034	107986125
LOC107986126	107986126
LOC107986127	107986127
LOC107986129	107986129
LOC107986131	107986131
LOC107986133	107986133
LOC107986135	107986135
IL20RB-AS1	107986136
LOC107986138	107986138
LOC107986140	107986140
LOC107986141	107986141
LOC107986142	107986142
LINC02083	107986147
LOC107986148	107986148
LOC107986149	107986149
LOC107986150	107986150
LOC107986151	107986151
LOC107986152	107986152
LOC107986153	107986153
LOC107986154	107986154
LOC107986155	107986155
LOC107986156	107986156
LOC107986157	107986157
LOC107986158	107986158
LOC107986160	107986160
LOC107986161	107986161
LOC107986162	107986162
LOC107986163	107986163
LINC02020	107986164
LINC02051	107986165
LOC107986166	107986166
LOC107986167	107986167
LOC107986168	107986168
LOC107986169	107986169
LOC107986170	107986170
LOC107986171	107986171
LOC107986172	107986172
LOC107986173	107986173
LOC107986174	107986174
LOC107986175	107986175
LOC107986177	107986177
LOC107986178	107986178
LOC107986179	107986179
LOC107986180	107986180
LOC107986181	107986181
LOC107986182	107986182
LOC107986183	107986183
LOC107986184	107986184
LOC107986185	107986185
LOC107986186	107986186
LOC107986187	107986187
LOC107986188	107986188
LOC107986189	107986189
LOC107986190	107986190
LOC107986193	107986193
LOC107986194	107986194
LOC107986195	107986195
LOC107986196	107986196
